Rank,Name,Rating,Release_year
6697,Blue Comet SPT Layzner OVA,3.41,1986
6745,Captain Tsubasa: Asu ni Mukatte Hashire!,3.41,1986
6824,Bugtte Honey,3.40,1986
6847,Dramatic Memory Honoo no Alpenrose,3.40,1986
6855,Touch Movie 1: Sebangou no Nai Ace,3.40,1986
6986,Saint Elmo: Hikari no Raihousha,3.39,1986
7068,Hulu Xiongdi,3.39,1986
7143,Sango Shou Densetsu: Aoi Umi no Elfie,3.39,1986
7263,Manga Naruhodo Monogatari,3.38,1986
7351,Mahou no Star Magical Emi Semishigure,3.38,1986
7431,Mr. Pen Pen II,3.37,1986
7698,Mr. Pen Pen,3.36,1986
7723,Panzer World Galient OVA,3.36,1986
7796,Ai Shoujo Pollyanna Monogatari,3.35,1986
7810,Seishun Anime Zenshuu,3.35,1986
7939,Megazone 23 Part II,3.34,1986
7963,Chiisana Penguin Lolo no Bouken,3.34,1986
8000,Project A-Ko,3.34,1986
8190,Ganbare! Kickers,3.33,1986
8207,Gou-Q-Chouji Ikkiman,3.33,1986
8311,Voltron: Fleet of Doom,3.32,1986
8564,Ginga Tansa 2100-nen: Border Planet,3.31,1986
8605,Niji no Kanata e! Shoujo Diana Monogatari,3.31,1986
8640,Pocket no Naka de,3.31,1986
8651,High School! Kimengumi Movie,3.30,1986
8674,Karuizawa Syndrome,3.30,1986
8684,Armored Trooper Votoms: Big Battle,3.30,1986
9018,Prefectural Earth Defense Force,3.28,1986
9063,Guyver: Out of Control,3.28,1986
9239,Hikari no Densetsu,3.27,1986
9289,Heavy Metal L-Gaim I: Pentagona Window + Lady Gavlet,3.27,1986
9386,Uchuusen Sagittarius,3.26,1986
10001,Hato no Uta,3.23,1986
10225,Wonder Beat Scramble,3.21,1986
10233,Pony Metal U-GAIM Promotion Film,3.21,1986
10339,Gall Force 1: Eternal Story,3.21,1986
10459,FreshWater,3.20,1986
10613,Bavi Stock II: The Revenge of Eyesman - Ai no Kodou no Kanata ni,3.19,1986
10677,Once Upon A Time,3.18,1986
10768,11 Piki no Neko to Ahoudori,3.18,1986
10938,Nayami no Tane,3.17,1986
10943,Maple Town,3.17,1986
10987,My Boy,3.16,1986
11025,Tabidachi: Ami Shuushou,3.16,1986
11162,Futari wa 80-sai,3.15,1986
11254,Ultraman Kids no Kotowaza Monogatari,3.15,1986
11280,Koro wa Yane no Ue,3.14,1986
11333,Dancougar: Requiem for Victims,3.14,1986
11389,Uchuu no Uta,3.14,1986
11435,Yamatarou Kaeru,3.13,1986
11464,Machine Robo: Revenge of Chronos,3.13,1986
11485,"Pastel Yumi, the Magic Idol",3.13,1986
11546,Toki no Tabibito: Time Stranger,3.12,1986
11623,Henna ABC,3.12,1986
11781,The Wonderful Wizard of Oz,3.11,1986
11786,Urban Square: Kouhaku no Tsuigeki,3.11,1986
11840,Tobira wo Akete,3.10,1986
12075,Transformers: Scramble City,3.08,1986
12378,Nayuta,3.06,1986
12645,Outlanders,3.03,1986
12803,Arion,3.01,1986
13030,Grey: Digital Target,2.99,1986
13053,Maris the Chojo,2.98,1986
13506,Adesugata Mahou no Sannin Musume,2.92,1986
13781,Majo Demo Steady,2.88,1986
13892,Garaga,2.86,1986
13974,Ai City,2.84,1986
14043,Twinkle Heart: Gingakei Made Todokanai,2.83,1986
14285,Cosmos Pink Shock,2.78,1986
14389,California Crisis: Gun Salvo,2.75,1986
14444,Delpower X Bakuhatsu Miracle Genki!,2.74,1986
14470,Super Mario Brothers: Peach-hime Kyuushutsu Dai Sakusen,2.73,1986
14535,Cool Cool Bye,2.71,1986
14624,Amon Saga,2.68,1986
14734,Wanna-Be's,2.64,1986
14845,MD Geist,2.60,1986
14873,Choujikuu Romanesque Samy: Missing 99,2.59,1986
14881,The Humanoid,2.58,1986
14885,Violence Jack 1: Harlem Bomber,2.58,1986
14967,Katsugeki Shoujo Tanteidan,2.53,1986
14968,Call Me Tonight,2.53,1986
15155,Kizuoibito,2.36,1986
15325,Roots Search,1.95,1986
15391,Xin Zhuang de Men Ling,,1986
15442,Gebageba Showtime!,,1986
15647,Manga Naruhodo Monogatari OVA,,1986
15673,Xiao Tu Tao Tao De Gushi: Bu Pa Leng De Da Yi,,1986
15739,Qi Ren You Tian,,1986
16316,Watashi no Ningyou,,1986
16339,Xiang Hu,,1986
16497,Ganbare Swimmy,,1986
16555,Victor Hyper Robot Compo CM,,1986
16936,Heart Cocktail,,1986
17173,Henkei Sakuhin Dai 5-ban: Rembrandt no Shudai ni yoru Henkei Kaitai to Saikousei,,1986
17297,Itoshi no Betty Mamonogatari,,1986
17425,Xiao Dan Ke,,1986
17457,Photodiary,,1986
17595,Chaoji Feizao,,1986
17808,Xiao Cai Feng,,1986
17888,Peter-kun no Koutsuu Anzen,,1986
18331,Yi Ye Fu Weng,,1986
1391,Mobile Suit Zeta Gundam,3.89,1985
1798,Touch,3.82,1985
2646,Urusei Yatsura OVA,3.71,1985
2737,Shouwa Ahozoushi Akanuke Ichiban!,3.70,1985
2961,Vampire Hunter D,3.67,1985
3477,Onegai! Samia Don,3.62,1985
3635,Penguin's Memory: Shiawase Monogatari,3.61,1985
3828,A Little Princess Sara,3.59,1985
3862,"Ginga Hyouryuu Vifam: ""Keito no Kioku"" Namida no Dakkai Sakusen!!",3.59,1985
3937,Ginga Hyouryuu Vifam: Kieta 12-nin,3.58,1985
4018,Ttori wa Zeta Robot,3.58,1985
4125,Urusei Yatsura Movie 3: Remember My Love,3.57,1985
4270,Lupin III: Legend of the Gold of Babylon,3.56,1985
4329,Pro Golfer Saru TV,3.55,1985
4442,The Snow Country Prince,3.55,1985
4501,Haai Step Jun,3.54,1985
4585,Konpora Kid,3.54,1985
4738,Zero-sen Hayato Pilot,3.53,1985
4769,Night on the Galactic Railroad,3.52,1985
4799,Akuma Tou no Prince: Mitsume ga Tooru,3.52,1985
4871,Area 88,3.51,1985
4994,Robotech: The Masters,3.51,1985
5165,Blue Comet SPT Layzner,3.50,1985
5195,Ninja Robots,3.50,1985
5315,Musashi no Ken,3.49,1985
5328,Gu-Gu Ganmo Movie,3.49,1985
5335,Angel's Egg,3.49,1985
5367,Ginga Hyouryuu Vifam: Chicago Super Police 13,3.49,1985
5412,Yume no Hoshi no Button Nose,3.48,1985
5502,Armored Trooper Votoms: The Last Red Shoulder,3.48,1985
5585,Magical Angel Creamy Mami: Lovely Serenade,3.47,1985
5676,Kinnikuman Movie 4: Gyakushuu! Uchuu Kakure Choujin,3.47,1985
6089,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,3.44,1985
6352,Fairy Princess Minky Momo: Yume no Naka no Rondo,3.43,1985
6381,Dokgotak Dasi Chajeun Maundeu,3.43,1985
6412,Kinnikuman Movie 5: Haresugata! Seigi Choujin,3.43,1985
6533,Megazone 23,3.42,1985
6570,Captain Tsubasa: Europe Daikessen,3.42,1985
6574,Sangokushi (1985),3.42,1985
6625,Doraemon Movie 6: Nobita's Little Star Wars,3.41,1985
6680,GeGeGe no Kitarou Movie (1985),3.41,1985
6705,Dirty Pair,3.41,1985
6810,Obake no Q-Tarou (1985),3.40,1985
6950,Kinnikuman Movie 3: Seigi Choujin vs. Kodai Choujin,3.40,1985
7032,Kimagure Orange Road: Shounen Jump Special,3.39,1985
7367,Gongitsune,3.37,1985
7374,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,3.37,1985
7462,Rainbow Signal: Hi-Fi Set,3.37,1985
7706,Magical Angel Creamy Mami: Long Goodbye,3.36,1985
7724,Fire Tripper,3.36,1985
7830,A Journey Through Fairyland,3.35,1985
8084,Jin Hou Xiang Yao,3.34,1985
8137,Honoo no Alpenrose: Jeudi & Lundi,3.33,1985
8164,What's Michael? (1985),3.33,1985
8174,Dancouga: Super Beast Machine God,3.33,1985
8353,Dirty Pair: Affair on Nolandia,3.32,1985
8381,Dr. Slump Movie 5: Arale-chan Hoyoyo! Yume no To Mecha Police,3.32,1985
8659,Ken-chan,3.30,1985
8707,Roboteuwang Sseonsyakeu,3.30,1985
8879,GeGeGe no Kitarou (1985),3.29,1985
9062,High School! Kimengumi,3.28,1985
9461,Dallos Special,3.26,1985
9506,GoShogun: The Time Etranger,3.26,1985
9858,Magical Star Magical Emi,3.24,1985
10244,Royal Space Force: The Wings of Honneamise Pilot,3.21,1985
10371,The Dagger of Kamui,3.20,1985
10577,Dream Dimension Hunter Fandora,3.19,1985
10629,"Genesis Climber Mospeada: Love, Live, Alive",3.19,1985
10778,Joukyuusei,3.18,1985
11045,Chuuhai Lemon Love 30S - Ame ni Nurete mo,3.16,1985
11052,Makkuramori no Uta,3.16,1985
11114,Broken Down Film,3.15,1985
11247,Totan Yane no Waltz,3.15,1985
11297,Meiwaku Danchi,3.14,1985
11338,Shijin to Tsubame,3.14,1985
11362,Hey! Bumboo,3.14,1985
11372,Genmu Senki Leda,3.14,1985
11531,Dream Hunter Rem,3.13,1985
11923,Raja Maharaja,3.10,1985
12123,Ame no Ten Ten,3.08,1985
12313,Tori,3.06,1985
12501,Lunn wa Kaze no Naka,3.04,1985
12883,Bobby's In Deep,3.01,1985
13046,Bavi Stock I: Hateshi Naki Hyouteki,2.98,1985
13124,Greed,2.98,1985
13368,"Love Position, Legend of the Halley",2.94,1985
13465,Fight!! Iczer-One,2.93,1985
13726,Magical Princess Minky Momo vs. Magical Angel Creamy Mami,2.89,1985
13882,Arei no Kagami: Way to the Virgin Space,2.86,1985
13932,Mac the Movie,2.85,1985
14023,Cosmo Police Justy,2.83,1985
14384,Koi Suru Niwatori,2.75,1985
14770,Odin: Starlight Mutiny,2.63,1985
14825,Natural History,2.61,1985
14982,Nido to Mezamenu Komori Uta,2.52,1985
15056,Serenade,2.46,1985
15120,Nora,2.40,1985
15159,Micro Teukgongdae Diatron 5,2.36,1985
15216,The Chocolate Panic Picture Show,2.28,1985
15342,Twinkle Nora Rock Me!,1.80,1985
15454,Cao Ren,,1985
15508,Okaa-chan Gomen ne,,1985
15529,Grim,,1985
15533,Lian Sheng San Ji,,1985
15759,Yumi Kojima: Kappapa,,1985
15814,Wang,,1985
15982,Shui Lu,,1985
16024,Zhong Li,,1985
16056,Nu Huo Bu Tian,,1985
16057,Mei Ya De Laohu,,1985
16087,"Wupo, Eyu He Xiao Gu Niang",,1985
16158,Qiang Zhen Tou,,1985
16496,Oumagatoki,,1985
17078,Da Hua He Xiao Hua,,1985
17115,Kaze: 1-pun 40-byou,,1985
17213,Da Sao Chu,,1985
17354,Hai Li Bu,,1985
17450,Video Ranger 007,,1985
17769,Jiazi Jiu Lu,,1985
17878,Yuan Yuan De Qi Guai Lu Xing,,1985
269,Nausicaa of the Valley of the Wind,4.22,1984
1524,Super Dimensional Fortress Macross: Do You Remember Love,3.86,1984
1849,Urusei Yatsura Movie 2: Beautiful Dreamer,3.81,1984
2078,Oshin,3.78,1984
2349,Chikyuu Monogatari Telepath 2500,3.74,1984
2526,Fist of the North Star,3.72,1984
2587,Lupin III: Part III,3.72,1984
3448,Gu-Gu Ganmo,3.62,1984
3469,Glass Mask,3.62,1984
3526,Dotanba no Manners,3.62,1984
3543,Giant Gorg,3.61,1984
3558,Okawari-Boy Starzan-S,3.61,1984
3787,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,3.60,1984
3849,Papa Mama Bye Bye,3.59,1984
3905,Oyo Neko Bunyan,3.59,1984
3991,Manga Doushite Monogatari OVA,3.58,1984
4078,Sherlock Hound,3.57,1984
4097,Ranpou,3.57,1984
4203,Ginga Hyouryuu Vifam: Kachua Kara no Tayori,3.56,1984
4915,Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou Part 2,3.51,1984
4970,Nine 3: Kanketsu-hen,3.51,1984
5108,The Kabocha Wine: Nita no Aijou Monogatari,3.50,1984
5143,Chouriki Robo Galatt,3.50,1984
5193,Doraemon Movie 5: Nobita's Great Adventure into the Underworld,3.50,1984
5310,Chikkun Takkun,3.49,1984
5421,The Star of Cottonland,3.48,1984
5467,Kinnikuman Movie 2: Ooabare! Seigi Choujin,3.48,1984
5474,Magical Angel Creamy Mami: Eien no Once More,3.48,1984
5531,Souya Monogatari,3.48,1984
5610,Saber Rider and the Star Sheriffs,3.47,1984
5692,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,3.47,1984
5759,Nae Ireumeun Dokgotak,3.46,1984
5865,Futaridaka,3.46,1984
5879,Machikado no Meruhen,3.46,1984
6095,Yume Senshi Wingman,3.44,1984
6306,Sherlock Hound: The Adventure of the Blue Carbuncle / Treasure Under the Sea,3.43,1984
6321,Mori no Tonto-tachi,3.43,1984
6997,Video Senshi Laserion,3.39,1984
7036,Kinnikuman Movie,3.39,1984
7163,Manga Doushite Monogatari,3.39,1984
7204,Locke the Superman,3.38,1984
7341,S=13,3.38,1984
7377,Noozles,3.37,1984
7380,Kinnikuman: Kessen!! Shichinin no Seigi Choujin vs. Uchuu Nobushi,3.37,1984
7543,Yoroshiku Mechadock,3.37,1984
7604,Dr. Slump Movie 4: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,3.36,1984
7620,Kakkun Cafe,3.36,1984
7653,Galactic Patrol Lensman,3.36,1984
7783,Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,3.35,1984
7979,Chou Kousoku Galvion,3.34,1984
8129,Heavy Metal L-Gaim,3.33,1984
8314,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,3.32,1984
8351,Ashita Tenki ni Nare!,3.32,1984
8551,God Mazinger,3.31,1984
8660,Warenai Tamago,3.30,1984
8737,84 Taekwon V,3.30,1984
8796,Super Dimensional Cavalry Southern Cross,3.30,1984
8856,Kuroi Ame ni Utarete,3.29,1984
9324,Kazaguruma,3.27,1984
9542,Jumping,3.26,1984
9619,Mighty Orbots,3.25,1984
9623,Umi e Kite,3.25,1984
9658,Henkei Sakuhin Dai 1-ban,3.25,1984
9673,"Katri, Girl of the Meadows",3.25,1984
9695,"Bagi, the Monster of Mighty Nature",3.25,1984
9946,Little El Cid no Bouken,3.23,1984
9982,Mahou no Yousei Persia,3.23,1984
10383,Bouken-tachi Gamba to Nanbiki no Nakama,3.20,1984
10562,Lensman,3.19,1984
10599,Panzer World Galient,3.19,1984
10651,Oniichan ni Natchatta,3.19,1984
10824,Yuki Matsuri,3.17,1984
10847,Little Nemo: Adventures in Slumberland Pilot (1984),3.17,1984
10900,Marude Sekai,3.17,1984
10989,Hei Mao Jing Zhang,3.16,1984
11004,Attacker You!,3.16,1984
11021,Metropolitan Museum,3.16,1984
11035,Chameleon,3.16,1984
11095,Tongari Boushi no Memoru,3.16,1984
11499,Shiawase no Uta,3.13,1984
11634,Ultraman Kids: M7.8 Sei no Yukai na Nakama,3.12,1984
11647,Go-hiki no Kobuta to Charleston,3.12,1984
12428,Adventures of the Little Koala,3.05,1984
12653,Cabbage UFO,3.03,1984
12832,Ojiisan no Densha,3.01,1984
13139,Akai Boushi,2.97,1984
13210,Awake,2.96,1984
14104,Shounen Kenya,2.82,1984
14459,Birth,2.73,1984
14552,Defenders of Space,2.71,1984
14563,Broots,2.71,1984
15871,Xiyue Qi Tong,,1984
15981,Han Niu Yu Mu Tong,,1984
16091,Huo Tong,,1984
16157,Jia Er Mai Xing,,1984
16447,San Mao Liulang Ji (1984),,1984
16769,Ginga Hyouryuu Vifam: Atsumatta 13-nin,,1984
16818,URACON III Opening Animation,,1984
16980,Sensou: Kodomo-tachi no Yuigon,,1984
17042,Ma Feng Wo,,1984
17355,Chu Xi De Gushi,,1984
17532,Ghost (1984),,1984
17534,San Shi Liu Ge Zi,,1984
17600,Xiao Ming Xing,,1984
17601,Xiao Xiong Mai Xi Gua,,1984
17931,Henkei Sakuhin Dai 2-ban,,1984
18053,Kuaile de Shuzi,,1984
18092,Xiao Huli,,1984
18129,Imagination of Marathon Runners,,1984
1307,Iga no Kabamaru,3.91,1983
1348,Barefoot Gen,3.90,1983
1831,Daicon IV Opening Animation,3.81,1983
2548,Bemubemu Hunter Kotengu Tenmaru,3.72,1983
2877,Plawres Sanshiro,3.68,1983
3025,Armored Trooper Votoms,3.67,1983
3170,Unico in the Island of Magic,3.65,1983
3341,Final Yamato,3.63,1983
3409,Genesis Climber Mospeada,3.63,1983
3556,Stop!! Hibari-kun!,3.61,1983
3719,Space Gundam V,3.60,1983
3779,Ginga Hyouryuu Vifam,3.60,1983
3855,Urusei Yatsura Movie 1: Only You,3.59,1983
4195,Eunhajeonseol Tera,3.56,1983
4380,Kinnikuman,3.55,1983
4757,Perman: Birdman ga Yatte Kita!!,3.52,1983
4818,Tao Tao Ehonkan Sekai Doubutsu Banashi,3.52,1983
5095,Hwanggeumui Pal,3.50,1983
5110,Nine,3.50,1983
5127,Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou,3.50,1983
5148,Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,3.50,1983
5254,Crusher Joe Movie,3.49,1983
5537,Uju Jeonsa Hong Gildong,3.48,1983
5794,Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,3.46,1983
5857,Nine: Original,3.46,1983
5955,Captain Tsubasa,3.45,1983
5999,Kojika Monogatari,3.45,1983
6076,Perman (1983) Specials,3.44,1983
6216,Dokgotak: Taeyang-eul Hyanghae Deonjyeola,3.44,1983
6364,Galactic Whirlwind Sasuraiger,3.43,1983
6536,Captain,3.42,1983
6794,Kousoku Denjin Albegus,3.41,1983
6965,Miimu Iro Iro Yume no Tabi,3.40,1983
6988,Dr. Slump: Arale-chan no Koutsuu Anzen,3.39,1983
7249,Cat's Eye,3.38,1983
7293,Akuu Daisakusen Srungle,3.38,1983
7322,Doraemon Movie 4: Nobita's Monstrous Underwater Castle,3.38,1983
7345,Manga Aesop Monogatari,3.38,1983
7517,Nine 2: Koibito Sengen,3.37,1983
7553,Magical Angel Creamy Mami,3.36,1983
7739,Time Bokan Series: Itadakiman,3.35,1983
7934,Superbook 2,3.35,1983
7957,Aura Battler Dunbine,3.34,1983
8020,Dr. Slump Movie 3: The Great Race Around the World,3.34,1983
8066,Eagle Sam,3.34,1983
8200,Minami no Shima no Hanayome-san,3.33,1983
8275,Xabungle Graffiti,3.33,1983
8324,Super Dimension Century Orguss,3.32,1983
8538,Lady Georgie,3.31,1983
8893,Tokusou Kihei Dorvack,3.29,1983
8996,Perman (1983),3.28,1983
9068,Kodanuki Ponpo,3.28,1983
9158,Miyuki,3.28,1983
9223,Golgo 13: The Professional,3.27,1983
9242,Super Teukgeup Mazinger 7,3.27,1983
9292,Dr. Slump: Arale-chan - Koutsuu Ruuru wo Mamorou yo,3.27,1983
9507,Patalliro! Stardust Keikaku,3.26,1983
9652,The Cherry Tree,3.25,1983
9733,Watashi no Nyanko,3.24,1983
10282,Yume Miru Koneko,3.21,1983
10433,Future Police Urashiman,3.20,1983
10437,The Princess and the Moon,3.20,1983
10608,Portrait,3.19,1983
10764,Alps Stories: My Annette,3.18,1983
10794,The Boy and the Blue Sea,3.18,1983
10839,Chiisana Kinomi,3.17,1983
10968,Amefuri Kozou,3.17,1983
11157,Alice's Adventures in Wonderland,3.15,1983
11256,Hoshi Uranai Kira Kira,3.15,1983
11268,Ringo no Mori no Koneko-tachi,3.14,1983
11327,Noel's Fantastic Trip,3.14,1983
11411,Yume Kyuukou de 15-bu,3.14,1983
11441,Nanako SOS,3.13,1983
11523,Manga Nihonshi,3.13,1983
11615,Shiroi Michi,3.12,1983
11630,Serendipity the Pink Dragon,3.12,1983
11792,Ai Shite Night,3.11,1983
11821,Roba Chotto Suneta,3.10,1983
11928,Psycho Armor Govarian,3.10,1983
11934,Document Fang of the Sun Dougram,3.09,1983
12066,Mrs. Pepperpot,3.08,1983
12109,Aesop's Fables,3.08,1983
12239,Yu Bang Xiang Zheng,3.07,1983
13196,A Time Slip of 10000 Years: Prime Rose,2.97,1983
13300,Henna Ie!,2.95,1983
13357,Dallos,2.95,1983
13508,Midori no Neko,2.92,1983
14268,Choro Q Dougram,2.78,1983
14382,Savior Of The Earth,2.75,1983
14746,Harmagedon,2.64,1983
15535,Xiao Ba Jie,,1983
15665,Drill,,1983
15955,Zhang Le Tui de Mang Guo,,1983
15967,Doctor Mambo to Kaitou Jibako: Uchuu yori Ai wo Komete!!,,1983
15983,Lao Zhu Xuan Mao,,1983
15984,Qian......,,1983
16372,Hao Gua Gua,,1983
16373,Kan Men de Hei Gou,,1983
16376,Shan T Lao Fu Zi,,1983
16568,Inamura no Hi,,1983
16806,Laoshu Jia Nu,,1983
17184,Huli Song Putao,,1983
17378,Go Uyeongui Samguksi: Tadodongtak,,1983
17390,Guo Qiao,,1983
17454,Houzi Diao Yu,,1983
17529,Hu Die Quan,,1983
17675,AZICON Opening Animation,,1983
17679,Tian Shu Qi Tan,,1983
18054,Qi Guai De Shou,,1983
18305,Uracon II Opening Animation,,1983
18370,Xiao Song Shu Li Fa Shi,,1983
18371,Zhuo Mi Cang,,1983
18392,Cheorin Samchongsa,,1983
18445,Gebocon I Opening Animation,,1983
1071,Super Dimensional Fortress Macross,3.95,1982
2130,The Mysterious Cities of Gold,3.77,1982
2136,Mobile Suit Gundam III: Encounters in Space,3.77,1982
2184,Arcadia of My Youth,3.77,1982
2425,Space Adventure Cobra,3.73,1982
2491,Tsushima Maru: Sayounara Okinawa,3.73,1982
2590,Captain Harlock: Arcadia of my Youth - Endless Orbit SSX,3.72,1982
2601,Space Runaway Ideon: Be Invoked,3.71,1982
3112,Shiroi Kiba: White Fang Monogatari,3.66,1982
3114,Zou no Inai Doubutsuen,3.66,1982
3313,Doraemon (1979) Special 17: Doraemon Meets Hattori the Ninja,3.64,1982
3331,Asari-chan,3.63,1982
3606,Pro Golfer Saru,3.61,1982
3948,Sentou Mecha Xabungle,3.58,1982
4120,Ninjaman Ippei,3.57,1982
4180,Shin Dokonjou Gaeru: Dokonjou Yumemakura,3.56,1982
4477,Tonde Mon Pe,3.54,1982
4659,Asari-chan: Ai no Marchen Shoujo,3.53,1982
4843,Kaibutsu-kun: Demon no Ken,3.52,1982
4865,Doraemon Movie 3: Nobita's Great Demon,3.52,1982
5115,Syupeo Taegwon V,3.50,1982
5160,Manga Nippon Mukashibanashi Movie,3.50,1982
5162,Ohayo! Spank Movie,3.50,1982
5338,Hokseong Robot Sseondeo A,3.49,1982
5364,Fuku-chan,3.49,1982
5422,Tokimeki Tonight,3.48,1982
5542,Ohayo! Spank,3.48,1982
5579,Two Down Full Base,3.47,1982
5604,Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,3.47,1982
5793,Sangokushi (1982),3.46,1982
5859,Space Adventure Cobra Movie,3.46,1982
6097,Urusei Yatsura Special: It's Spring! Take Off!,3.44,1982
6167,Game Center Arashi,3.44,1982
6175,Wagahai wa Neko de Aru,3.44,1982
6303,Sasuga no Sarutobi,3.43,1982
6341,Gauche the Cellist,3.43,1982
6343,Kyojin no Hoshi (1982),3.43,1982
6474,Anime Yasei no Sakebi,3.42,1982
6615,Haguregumo,3.41,1982
6751,Ochamegami Monogatari: Korokoro Poron,3.41,1982
6793,Cybot Robotchi,3.41,1982
6899,The Kabocha Wine,3.40,1982
7233,Lu Ling,3.38,1982
7366,Okon Joururi,3.37,1982
7372,Ai no Kiseki: Doctor Norman Monogatari,3.37,1982
7573,Ringo to Shoujo,3.36,1982
7631,Minami no Niji no Lucy,3.36,1982
7763,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,3.35,1982
7802,Makyou Densetsu Acrobunch,3.35,1982
7897,Mizuiro no One-Piece,3.35,1982
8078,Gyakuten Ippatsu-man,3.34,1982
8249,Patalliro!,3.33,1982
8383,Dr. Slump Movie 2: Space Adventure!,3.32,1982
8511,Ginga Patrol PJ,3.31,1982
8570,Hitotsuboshi-ke no Ultra Baasan,3.31,1982
8833,Queen Millennia Movie,3.29,1982
9048,Galactic Gale Baxinger,3.28,1982
9306,Kankan Karasu,3.27,1982
9558,Minky Momo,3.25,1982
9857,Space Runaway Ideon: Contact,3.24,1982
9904,Ai no Senshi Rainbowman,3.23,1982
10120,Boku no Nikkichou,3.22,1982
10188,Uchuusen Sagittarius Pilot,3.21,1982
10601,Future War Year 198X,3.19,1982
